timestamp,buyer,seller,symbol,currency,price,quantity
1100,,,VOLCANIC_ROCK_VOUCHER_10250,SEASHELLS,280.0,1
1100,,,VOLCANIC_ROCK_VOUCHER_10500,SEASHELLS,96.0,14
1100,,,VOLCANIC_ROCK_VOUCHER_10500,SEASHELLS,96.0,1
1100,,,VOLCANIC_ROCK_VOUCHER_9500,SEASHELLS,1017.0,14
1100,,,VOLCANIC_ROCK_VOUCHER_9500,SEASHELLS,1017.0,1
1100,,,VOLCANIC_ROCK_VOUCHER_9750,SEASHELLS,768.0,14
1100,,,VOLCANIC_ROCK_VOUCHER_9750,SEASHELLS,768.0,1
1200,,,KELP,SEASHELLS,2032.0,1
1200,,,SQUID_INK,SEASHELLS,1837.0,1
1400,,,CROISSANTS,SEASHELLS,4273.0,6
1400,,,KELP,SEASHELLS,2033.0,6
1400,,,RAINFOREST_RESIN,SEASHELLS,10001.0,1
1400,,,SQUID_INK,SEASHELLS,1842.0,6
1500,,,DJEMBES,SEASHELLS,13412.0,7
1500,,,JAMS,SEASHELLS,6542.0,10
1500,,,JAMS,SEASHELLS,6542.0,8
1500,,,KELP,SEASHELLS,2034.0,1
1600,,,JAMS,SEASHELLS,6542.0,4
1700,,,JAMS,SEASHELLS,6542.0,8
1800,,,RAINFOREST_RESIN,SEASHELLS,10002.0,3
1900,,,DJEMBES,SEASHELLS,13414.0,2
1900,,,KELP,SEASHELLS,2032.0,1
1900,,,SQUID_INK,SEASHELLS,1847.0,1
1900,,,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,515.0,16
1900,,,VOLCANIC_ROCK_VOUCHER_10250,SEASHELLS,277.0,16
1900,,,VOLCANIC_ROCK_VOUCHER_10500,SEASHELLS,94.0,16
1900,,,VOLCANIC_ROCK_VOUCHER_9500,SEASHELLS,1014.0,16
1900,,,VOLCANIC_ROCK_VOUCHER_9750,SEASHELLS,764.0,16
2000,,,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,516.0,14
2000,,,VOLCANIC_ROCK_VOUCHER_10250,SEASHELLS,278.0,14
2000,,,VOLCANIC_ROCK_VOUCHER_10500,SEASHELLS,94.0,14
2000,,,VOLCANIC_ROCK_VOUCHER_9750,SEASHELLS,765.0,14
2100,,,DJEMBES,SEASHELLS,13414.0,8
2100,,,RAINFOREST_RESIN,SEASHELLS,9992.0,4
2200,,,DJEMBES,SEASHELLS,13415.0,3
2300,,,PICNIC_BASKET1,SEASHELLS,58678.0,2
2300,,,PICNIC_BASKET1,SEASHELLS,58678.0,1
2300,,,PICNIC_BASKET2,SEASHELLS,30238.0,2
2300,,,PICNIC_BASKET2,SEASHELLS,30237.0,1
2400,,,CROISSANTS,SEASHELLS,4273.0,7
2500,,,RAINFOREST_RESIN,SEASHELLS,10008.0,5
2700,,,DJEMBES,SEASHELLS,13416.0,5
3000,,,KELP,SEASHELLS,2035.0,1
3000,,,MAGNIFICENT_MACARONS,SEASHELLS,660.0,5
3000,,,SQUID_INK,SEASHELLS,1855.0,1
3200,,,RAINFOREST_RESIN,SEASHELLS,10003.0,4
3200,,,RAINFOREST_RESIN,SEASHELLS,10003.0,3
3300,,,CROISSANTS,SEASHELLS,4274.0,7
3500,,,DJEMBES,SEASHELLS,13415.0,2
3600,,,CROISSANTS,SEASHELLS,4275.0,5
3700,,,RAINFOREST_RESIN,SEASHELLS,9999.0,1
3900,,,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,508.0,10
3900,,,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,508.0,2
3900,,,VOLCANIC_ROCK_VOUCHER_10250,SEASHELLS,271.0,10
3900,,,VOLCANIC_ROCK_VOUCHER_10250,SEASHELLS,271.0,2
3900,,,VOLCANIC_ROCK_VOUCHER_10500,SEASHELLS,90.0,10
3900,,,VOLCANIC_ROCK_VOUCHER_10500,SEASHELLS,90.0,2
3900,,,VOLCANIC_ROCK_VOUCHER_9500,SEASHELLS,1007.0,10
3900,,,VOLCANIC_ROCK_VOUCHER_9500,SEASHELLS,1007.0,2
3900,,,VOLCANIC_ROCK_VOUCHER_9750,SEASHELLS,757.0,10
3900,,,VOLCANIC_ROCK_VOUCHER_9750,SEASHELLS,757.0,2
4000,,,KELP,SEASHELLS,2033.0,1
4200,,,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,512.0,13
4200,,,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,512.0,1
4200,,,VOLCANIC_ROCK_VOUCHER_10250,SEASHELLS,274.0,13
4200,,,VOLCANIC_ROCK_VOUCHER_10250,SEASHELLS,274.0,1
4200,,,VOLCANIC_ROCK_VOUCHER_10500,SEASHELLS,93.0,13
4200,,,VOLCANIC_ROCK_VOUCHER_10500,SEASHELLS,93.0,1
4200,,,VOLCANIC_ROCK_VOUCHER_9500,SEASHELLS,1011.0,13
4200,,,VOLCANIC_ROCK_VOUCHER_9500,SEASHELLS,1011.0,1
4200,,,VOLCANIC_ROCK_VOUCHER_9750,SEASHELLS,761.0,13
4200,,,VOLCANIC_ROCK_VOUCHER_9750,SEASHELLS,761.0,1
4300,,,KELP,SEASHELLS,2033.0,2
4300,,,SQUID_INK,SEASHELLS,1854.0,2
4300,,,VOLCANIC_ROCK_VOUCHER_10250,SEASHELLS,271.0,18
4300,,,VOLCANIC_ROCK_VOUCHER_10500,SEASHELLS,90.0,18
4300,,,VOLCANIC_ROCK_VOUCHER_9500,SEASHELLS,1007.0,18
4300,,,VOLCANIC_ROCK_VOUCHER_9750,SEASHELLS,757.0,18
4600,,,JAMS,SEASHELLS,6542.0,9
4600,,,JAMS,SEASHELLS,6544.0,5
4800,,,RAINFOREST_RESIN,SEASHELLS,9999.0,1
4900,,,CROISSANTS,SEASHELLS,4271.0,4
4900,,,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,504.0,10
4900,,,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,504.0,2
4900,,,VOLCANIC_ROCK_VOUCHER_10250,SEASHELLS,267.0,10
4900,,,VOLCANIC_ROCK_VOUCHER_10250,SEASHELLS,267.0,2
4900,,,VOLCANIC_ROCK_VOUCHER_10500,SEASHELLS,88.0,10
4900,,,VOLCANIC_ROCK_VOUCHER_10500,SEASHELLS,88.0,2
4900,,,VOLCANIC_ROCK_VOUCHER_9500,SEASHELLS,1003.0,10
4900,,,VOLCANIC_ROCK_VOUCHER_9500,SEASHELLS,1003.0,2
4900,,,VOLCANIC_ROCK_VOUCHER_9750,SEASHELLS,753.0,10
4900,,,VOLCANIC_ROCK_VOUCHER_9750,SEASHELLS,753.0,2
5200,,,KELP,SEASHELLS,2033.0,5
5200,,,KELP,SEASHELLS,2033.0,4
5200,,,SQUID_INK,SEASHELLS,1854.0,5
5200,,,SQUID_INK,SEASHELLS,1854.0,4
5300,,,RAINFOREST_RESIN,SEASHELLS,9992.0,6
5400,,,KELP,SEASHELLS,2036.0,1
5400,,,SQUID_INK,SEASHELLS,1856.0,1
5500,,,JAMS,SEASHELLS,6540.0,9
5500,,,SQUID_INK,SEASHELLS,1854.0,8
5600,,,PICNIC_BASKET1,SEASHELLS,58649.0,2
5600,,,PICNIC_BASKET2,SEASHELLS,30233.0,2
6000,,,RAINFOREST_RESIN,SEASHELLS,10008.0,7
6100,,,JAMS,SEASHELLS,6540.0,4
6200,,,KELP,SEASHELLS,2035.0,1
6200,,,SQUID_INK,SEASHELLS,1855.0,1
6300,,,KELP,SEASHELLS,2036.0,11
6300,,,SQUID_INK,SEASHELLS,1858.0,11
6500,,,RAINFOREST_RESIN,SEASHELLS,10002.0,3
6500,,,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,513.0,9
6500,,,VOLCANIC_ROCK_VOUCHER_10250,SEASHELLS,275.0,9
6500,,,VOLCANIC_ROCK_VOUCHER_10500,SEASHELLS,93.0,9
6500,,,VOLCANIC_ROCK_VOUCHER_9500,SEASHELLS,1012.0,9
6500,,,VOLCANIC_ROCK_VOUCHER_9750,SEASHELLS,762.0,9
6600,,,KELP,SEASHELLS,2033.0,2
6600,,,KELP,SEASHELLS,2033.0,5
6600,,,RAINFOREST_RESIN,SEASHELLS,9992.0,4
6600,,,SQUID_INK,SEASHELLS,1857.0,2
6600,,,SQUID_INK,SEASHELLS,1857.0,5
6700,,,DJEMBES,SEASHELLS,13413.0,6
6700,,,JAMS,SEASHELLS,6541.0,9
6700,,,KELP,SEASHELLS,2035.0,1
6700,,,SQUID_INK,SEASHELLS,1859.0,1
6800,,,CROISSANTS,SEASHELLS,4271.0,5
6800,,,KELP,SEASHELLS,2033.0,1
6800,,,RAINFOREST_RESIN,SEASHELLS,9992.0,6
6800,,,SQUID_INK,SEASHELLS,1857.0,1
6800,,,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,513.0,11
6800,,,VOLCANIC_ROCK_VOUCHER_10250,SEASHELLS,275.0,11
6800,,,VOLCANIC_ROCK_VOUCHER_10500,SEASHELLS,93.0,11
6800,,,VOLCANIC_ROCK_VOUCHER_9500,SEASHELLS,1012.0,11
6800,,,VOLCANIC_ROCK_VOUCHER_9750,SEASHELLS,762.0,11
6900,,,DJEMBES,SEASHELLS,13414.0,8
6900,,,DJEMBES,SEASHELLS,13414.0,5
6900,,,RAINFOREST_RESIN,SEASHELLS,9992.0,6
6900,,,RAINFOREST_RESIN,SEASHELLS,10008.0,1
7400,,,DJEMBES,SEASHELLS,13415.0,1
7400,,,KELP,SEASHELLS,2036.0,13
7400,,,RAINFOREST_RESIN,SEASHELLS,9992.0,2
7400,,,SQUID_INK,SEASHELLS,1863.0,13
7500,,,SQUID_INK,SEASHELLS,1861.0,3
7600,,,CROISSANTS,SEASHELLS,4270.0,9
7600,,,VOLCANIC_ROCK,SEASHELLS,10511.0,7
7700,,,JAMS,SEASHELLS,6541.0,10
7900,,,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,514.0,11
7900,,,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,514.0,2
7900,,,VOLCANIC_ROCK_VOUCHER_10250,SEASHELLS,275.0,11
7900,,,VOLCANIC_ROCK_VOUCHER_10250,SEASHELLS,275.0,2
7900,,,VOLCANIC_ROCK_VOUCHER_10500,SEASHELLS,93.0,11
7900,,,VOLCANIC_ROCK_VOUCHER_10500,SEASHELLS,93.0,2
7900,,,VOLCANIC_ROCK_VOUCHER_9500,SEASHELLS,1012.0,11
7900,,,VOLCANIC_ROCK_VOUCHER_9500,SEASHELLS,1012.0,2
7900,,,VOLCANIC_ROCK_VOUCHER_9750,SEASHELLS,762.0,11
7900,,,VOLCANIC_ROCK_VOUCHER_9750,SEASHELLS,762.0,2
8000,,,CROISSANTS,SEASHELLS,4270.0,6
8000,,,KELP,SEASHELLS,2035.0,1
8000,,,SQUID_INK,SEASHELLS,1863.0,1
8100,,,DJEMBES,SEASHELLS,13413.0,5
8100,,,RAINFOREST_RESIN,SEASHELLS,10008.0,8
8200,,,JAMS,SEASHELLS,6538.0,5
8200,,,KELP,SEASHELLS,2033.0,1
8200,,,SQUID_INK,SEASHELLS,1862.0,1
8400,,,RAINFOREST_RESIN,SEASHELLS,10002.0,1
8400,,,RAINFOREST_RESIN,SEASHELLS,10002.0,1
8400,,,RAINFOREST_RESIN,SEASHELLS,10002.0,3
8500,,,JAMS,SEASHELLS,6538.0,3
8600,,,CROISSANTS,SEASHELLS,4270.0,5
8900,,,VOLCANIC_ROCK,SEASHELLS,10510.0,6
8900,,,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,512.0,11
8900,,,VOLCANIC_ROCK_VOUCHER_10250,SEASHELLS,274.0,11
8900,,,VOLCANIC_ROCK_VOUCHER_10500,SEASHELLS,92.0,11
8900,,,VOLCANIC_ROCK_VOUCHER_9500,SEASHELLS,1010.0,11
9100,,,JAMS,SEASHELLS,6541.0,5
9300,,,CROISSANTS,SEASHELLS,4271.0,7
9300,,,DJEMBES,SEASHELLS,13410.0,5
9300,,,RAINFOREST_RESIN,SEASHELLS,10003.0,11
9300,,,VOLCANIC_ROCK,SEASHELLS,10509.0,6
9400,,,JAMS,SEASHELLS,6539.0,9
9500,,,CROISSANTS,SEASHELLS,4271.0,5
9500,,,DJEMBES,SEASHELLS,13412.0,4
9900,,,RAINFOREST_RESIN,SEASHELLS,10001.0,1
10200,,,JAMS,SEASHELLS,6538.0,7
10300,,,KELP,SEASHELLS,2036.0,1
10300,,,SQUID_INK,SEASHELLS,1871.0,1
10400,,,RAINFOREST_RESIN,SEASHELLS,9999.0,1
10500,,,DJEMBES,SEASHELLS,13412.0,5
10500,,,RAINFOREST_RESIN,SEASHELLS,10008.0,1
10500,,,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,503.0,17
10500,,,VOLCANIC_ROCK_VOUCHER_10250,SEASHELLS,266.0,17
10500,,,VOLCANIC_ROCK_VOUCHER_10500,SEASHELLS,88.0,17
10500,,,VOLCANIC_ROCK_VOUCHER_9500,SEASHELLS,1002.0,17
10500,,,VOLCANIC_ROCK_VOUCHER_9750,SEASHELLS,752.0,17
10600,,,KELP,SEASHELLS,2033.0,4
10600,,,SQUID_INK,SEASHELLS,1870.0,4
10800,,,CROISSANTS,SEASHELLS,4270.0,6
10800,,,KELP,SEASHELLS,2033.0,6
10800,,,RAINFOREST_RESIN,SEASHELLS,9992.0,6
10800,,,SQUID_INK,SEASHELLS,1872.0,6
10900,,,VOLCANIC_ROCK,SEASHELLS,10505.0,10
11800,,,KELP,SEASHELLS,2032.0,4
11800,,,SQUID_INK,SEASHELLS,1869.0,4
11900,,,JAMS,SEASHELLS,6541.0,7
12100,,,RAINFOREST_RESIN,SEASHELLS,9992.0,8
12200,,,DJEMBES,SEASHELLS,13414.0,1
12400,,,JAMS,SEASHELLS,6543.0,7
12500,,,VOLCANIC_ROCK,SEASHELLS,10502.0,10
12700,,,CROISSANTS,SEASHELLS,4267.0,10
12700,,,RAINFOREST_RESIN,SEASHELLS,10008.0,7
13100,,,JAMS,SEASHELLS,6544.0,9
13100,,,KELP,SEASHELLS,2033.0,2
13200,,,DJEMBES,SEASHELLS,13415.0,8
13200,,,DJEMBES,SEASHELLS,13415.0,5
13300,,,CROISSANTS,SEASHELLS,4267.0,7
13400,,,DJEMBES,SEASHELLS,13416.0,5
13400,,,PICNIC_BASKET2,SEASHELLS,30232.0,1
13400,,,RAINFOREST_RESIN,SEASHELLS,10001.0,1
13700,,,JAMS,SEASHELLS,6541.0,12
13800,,,PICNIC_BASKET2,SEASHELLS,30226.0,2
13900,,,SQUID_INK,SEASHELLS,1867.0,3
14000,,,KELP,SEASHELLS,2032.0,1
14000,,,RAINFOREST_RESIN,SEASHELLS,10003.0,4
14000,,,SQUID_INK,SEASHELLS,1867.0,1
14100,,,KELP,SEASHELLS,2032.0,15
14100,,,SQUID_INK,SEASHELLS,1867.0,15
14400,,,KELP,SEASHELLS,2032.0,1
14400,,,KELP,SEASHELLS,2032.0,2
14400,,,SQUID_INK,SEASHELLS,1869.0,1
14400,,,SQUID_INK,SEASHELLS,1869.0,2
14400,,,VOLCANIC_ROCK,SEASHELLS,10501.0,9
14500,,,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,504.0,11
14500,,,VOLCANIC_ROCK_VOUCHER_10250,SEASHELLS,267.0,11
14500,,,VOLCANIC_ROCK_VOUCHER_10500,SEASHELLS,88.0,11
14500,,,VOLCANIC_ROCK_VOUCHER_9500,SEASHELLS,1002.0,11
14500,,,VOLCANIC_ROCK_VOUCHER_9750,SEASHELLS,753.0,11
14600,,,KELP,SEASHELLS,2033.0,1
14600,,,SQUID_INK,SEASHELLS,1867.0,1
14600,,,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,501.0,11
14600,,,VOLCANIC_ROCK_VOUCHER_10250,SEASHELLS,264.0,11
14600,,,VOLCANIC_ROCK_VOUCHER_10500,SEASHELLS,87.0,11
14600,,,VOLCANIC_ROCK_VOUCHER_9500,SEASHELLS,999.0,11
14600,,,VOLCANIC_ROCK_VOUCHER_9750,SEASHELLS,750.0,11
14700,,,JAMS,SEASHELLS,6540.0,3
14800,,,RAINFOREST_RESIN,SEASHELLS,9992.0,2
14900,,,DJEMBES,SEASHELLS,13416.0,5
15000,,,KELP,SEASHELLS,2032.0,1
15000,,,SQUID_INK,SEASHELLS,1868.0,1
15100,,,JAMS,SEASHELLS,6541.0,4
15300,,,DJEMBES,SEASHELLS,13417.0,4
15300,,,RAINFOREST_RESIN,SEASHELLS,10002.0,1
15300,,,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,498.0,14
15300,,,VOLCANIC_ROCK_VOUCHER_10250,SEASHELLS,262.0,14
15300,,,VOLCANIC_ROCK_VOUCHER_10500,SEASHELLS,85.0,14
15300,,,VOLCANIC_ROCK_VOUCHER_9500,SEASHELLS,997.0,14
15300,,,VOLCANIC_ROCK_VOUCHER_9750,SEASHELLS,747.0,14
15400,,,CROISSANTS,SEASHELLS,4267.0,6
15400,,,JAMS,SEASHELLS,6542.0,6
15500,,,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,499.0,18
15500,,,VOLCANIC_ROCK_VOUCHER_10250,SEASHELLS,263.0,18
15500,,,VOLCANIC_ROCK_VOUCHER_10500,SEASHELLS,86.0,18
15500,,,VOLCANIC_ROCK_VOUCHER_9500,SEASHELLS,998.0,18
15500,,,VOLCANIC_ROCK_VOUCHER_9750,SEASHELLS,748.0,18
15700,,,DJEMBES,SEASHELLS,13418.0,2
15800,,,KELP,SEASHELLS,2036.0,2
15800,,,SQUID_INK,SEASHELLS,1872.0,2
15900,,,SQUID_INK,SEASHELLS,1868.0,3
16100,,,KELP,SEASHELLS,2033.0,2
16100,,,SQUID_INK,SEASHELLS,1870.0,2
16200,,,KELP,SEASHELLS,2033.0,1
16200,,,SQUID_INK,SEASHELLS,1870.0,1
16300,,,CROISSANTS,SEASHELLS,4268.0,8
16300,,,RAINFOREST_RESIN,SEASHELLS,9992.0,1
16400,,,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,496.0,11
16400,,,VOLCANIC_ROCK_VOUCHER_10250,SEASHELLS,260.0,11
16400,,,VOLCANIC_ROCK_VOUCHER_10500,SEASHELLS,84.0,11
16400,,,VOLCANIC_ROCK_VOUCHER_9500,SEASHELLS,995.0,11
16400,,,VOLCANIC_ROCK_VOUCHER_9750,SEASHELLS,746.0,11
17100,,,PICNIC_BASKET1,SEASHELLS,58659.0,10
17100,,,PICNIC_BASKET2,SEASHELLS,30228.0,1
17300,,,MAGNIFICENT_MACARONS,SEASHELLS,614.0,2
17400,,,KELP,SEASHELLS,2036.0,2
17400,,,KELP,SEASHELLS,2035.0,3
17400,,,SQUID_INK,SEASHELLS,1876.0,2
17500,,,KELP,SEASHELLS,2036.0,12
17500,,,SQUID_INK,SEASHELLS,1876.0,12
17700,,,DJEMBES,SEASHELLS,13415.0,10
17800,,,RAINFOREST_RESIN,SEASHELLS,10008.0,2
17900,,,DJEMBES,SEASHELLS,13414.0,5
17900,,,KELP,SEASHELLS,2035.0,1
17900,,,RAINFOREST_RESIN,SEASHELLS,10002.0,5
17900,,,SQUID_INK,SEASHELLS,1877.0,1
18100,,,JAMS,SEASHELLS,6540.0,12
18100,,,KELP,SEASHELLS,2033.0,8
18100,,,SQUID_INK,SEASHELLS,1875.0,8
18200,,,KELP,SEASHELLS,2033.0,1
18200,,,SQUID_INK,SEASHELLS,1875.0,1
18400,,,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,486.0,14
18400,,,VOLCANIC_ROCK_VOUCHER_10250,SEASHELLS,251.0,14
18400,,,VOLCANIC_ROCK_VOUCHER_9500,SEASHELLS,984.0,14
18400,,,VOLCANIC_ROCK_VOUCHER_9750,SEASHELLS,735.0,14
18500,,,CROISSANTS,SEASHELLS,4270.0,9
18500,,,KELP,SEASHELLS,2033.0,1
18500,,,KELP,SEASHELLS,2033.0,1
18500,,,SQUID_INK,SEASHELLS,1877.0,1
18500,,,SQUID_INK,SEASHELLS,1877.0,1
18600,,,DJEMBES,SEASHELLS,13411.0,5
18600,,,KELP,SEASHELLS,2033.0,9
18600,,,SQUID_INK,SEASHELLS,1877.0,9
19100,,,CROISSANTS,SEASHELLS,4269.0,8
19200,,,RAINFOREST_RESIN,SEASHELLS,9992.0,6
19200,,,RAINFOREST_RESIN,SEASHELLS,9998.0,5
19400,,,CROISSANTS,SEASHELLS,4268.0,5
19500,,,CROISSANTS,SEASHELLS,4268.0,6
19500,,,DJEMBES,SEASHELLS,13414.0,5
19500,,,KELP,SEASHELLS,2033.0,14
19500,,,RAINFOREST_RESIN,SEASHELLS,10001.0,1
19500,,,SQUID_INK,SEASHELLS,1875.0,14
19600,,,KELP,SEASHELLS,2036.0,11
19600,,,RAINFOREST_RESIN,SEASHELLS,10008.0,1
19600,,,SQUID_INK,SEASHELLS,1880.0,11
19800,,,CROISSANTS,SEASHELLS,4269.0,7
19800,,,DJEMBES,SEASHELLS,13416.0,2
19800,,,MAGNIFICENT_MACARONS,SEASHELLS,624.0,7
20100,,,DJEMBES,SEASHELLS,13416.0,5
20100,,,PICNIC_BASKET1,SEASHELLS,58705.0,1
20100,,,PICNIC_BASKET2,SEASHELLS,30228.0,10
20100,,,VOLCANIC_ROCK,SEASHELLS,10486.0,5
20100,,,VOLCANIC_ROCK,SEASHELLS,10486.0,10
20300,,,JAMS,SEASHELLS,6540.0,7
20300,,,RAINFOREST_RESIN,SEASHELLS,10008.0,2
20500,,,KELP,SEASHELLS,2035.0,2
20500,,,KELP,SEASHELLS,2033.0,8
20500,,,SQUID_INK,SEASHELLS,1881.0,2
20500,,,SQUID_INK,SEASHELLS,1880.0,1
20500,,,SQUID_INK,SEASHELLS,1880.0,7
20600,,,KELP,SEASHELLS,2036.0,2
20600,,,SQUID_INK,SEASHELLS,1884.0,2
20700,,,JAMS,SEASHELLS,6539.0,9
20700,,,KELP,SEASHELLS,2035.0,2
20700,,,SQUID_INK,SEASHELLS,1881.0,2
20800,,,JAMS,SEASHELLS,6540.0,12
20800,,,VOLCANIC_ROCK,SEASHELLS,10493.0,10
20900,,,DJEMBES,SEASHELLS,13414.0,3
20900,,,KELP,SEASHELLS,2033.0,1
20900,,,MAGNIFICENT_MACARONS,SEASHELLS,626.0,4
20900,,,SQUID_INK,SEASHELLS,1877.0,1
21100,,,CROISSANTS,SEASHELLS,4272.0,8
21100,,,JAMS,SEASHELLS,6539.0,5
21100,,,KELP,SEASHELLS,2034.0,2
21100,,,SQUID_INK,SEASHELLS,1878.0,2
21200,,,KELP,SEASHELLS,2035.0,1
21200,,,SQUID_INK,SEASHELLS,1879.0,1
21300,,,PICNIC_BASKET1,SEASHELLS,58675.0,4
21300,,,PICNIC_BASKET2,SEASHELLS,30235.0,4
21500,,,DJEMBES,SEASHELLS,13414.0,3
21500,,,KELP,SEASHELLS,2033.0,2
21500,,,SQUID_INK,SEASHELLS,1876.0,7
21700,,,RAINFOREST_RESIN,SEASHELLS,9992.0,7
21900,,,RAINFOREST_RESIN,SEASHELLS,9999.0,1
22100,,,KELP,SEASHELLS,2035.0,1
22100,,,SQUID_INK,SEASHELLS,1877.0,1
22200,,,DJEMBES,SEASHELLS,13417.0,2
22200,,,RAINFOREST_RESIN,SEASHELLS,9999.0,1
22400,,,PICNIC_BASKET1,SEASHELLS,58677.0,5
22400,,,PICNIC_BASKET2,SEASHELLS,30240.0,5
22500,,,KELP,SEASHELLS,2035.0,1
22500,,,MAGNIFICENT_MACARONS,SEASHELLS,615.0,2
22500,,,SQUID_INK,SEASHELLS,1875.0,1
22700,,,RAINFOREST_RESIN,SEASHELLS,9992.0,1
22800,,,KELP,SEASHELLS,2032.0,2
22800,,,SQUID_INK,SEASHELLS,1873.0,2
22900,,,JAMS,SEASHELLS,6538.0,4
22900,,,SQUID_INK,SEASHELLS,1874.0,1
23000,,,KELP,SEASHELLS,2035.0,1
23000,,,RAINFOREST_RESIN,SEASHELLS,9992.0,2
23000,,,SQUID_INK,SEASHELLS,1878.0,1
23100,,,RAINFOREST_RESIN,SEASHELLS,9992.0,1
23200,,,KELP,SEASHELLS,2033.0,1
23200,,,SQUID_INK,SEASHELLS,1876.0,1
23300,,,RAINFOREST_RESIN,SEASHELLS,9992.0,7
23400,,,KELP,SEASHELLS,2033.0,1
23400,,,KELP,SEASHELLS,2033.0,14
23400,,,SQUID_INK,SEASHELLS,1879.0,15
23600,,,DJEMBES,SEASHELLS,13413.0,5
23600,,,SQUID_INK,SEASHELLS,1878.0,1
23600,,,VOLCANIC_ROCK,SEASHELLS,10488.0,7
23800,,,VOLCANIC_ROCK,SEASHELLS,10486.0,5
23900,,,RAINFOREST_RESIN,SEASHELLS,9999.0,1
24000,,,JAMS,SEASHELLS,6538.0,7
24000,,,RAINFOREST_RESIN,SEASHELLS,10001.0,1
24100,,,CROISSANTS,SEASHELLS,4272.0,5
24100,,,JAMS,SEASHELLS,6539.0,6
24100,,,PICNIC_BASKET1,SEASHELLS,58683.0,2
24300,,,DJEMBES,SEASHELLS,13410.0,2
24300,,,KELP,SEASHELLS,2032.0,1
24300,,,SQUID_INK,SEASHELLS,1875.0,1
24500,,,KELP,SEASHELLS,2032.0,9
24500,,,SQUID_INK,SEASHELLS,1876.0,9
24900,,,VOLCANIC_ROCK,SEASHELLS,10496.0,6
25100,,,CROISSANTS,SEASHELLS,4270.0,5
