day,timestamp,product,bid_price_1,bid_volume_1,bid_price_2,bid_volume_2,bid_price_3,bid_volume_3,ask_price_1,ask_volume_1,ask_price_2,ask_volume_2,ask_price_3,ask_volume_3,mid_price,profit_and_loss
1,8400,MAGNIFICENT_MACARONS,643.0,16.0,641.0,20.0,636.0,29.0,651,8,659.0,29.0,665.0,20.0,647.0,0.0
1,8500,MAGNIFICENT_MACARONS,640.0,10.0,638.0,14.0,632.0,25.0,648,5,656.0,25.0,661.0,14.0,644.0,0.0
1,8600,MAGNIFICENT_MACARONS,636.0,18.0,634.0,18.0,629.0,27.0,644,9,652.0,27.0,658.0,18.0,640.0,0.0
1,8700,MAGNIFICENT_MACARONS,636.0,14.0,634.0,18.0,629.0,22.0,644,7,652.0,22.0,658.0,18.0,640.0,0.0
1,8800,MAGNIFICENT_MACARONS,633.0,18.0,631.0,11.0,626.0,30.0,641,9,649.0,30.0,655.0,11.0,637.0,0.0
1,8900,MAGNIFICENT_MACARONS,633.0,10.0,631.0,11.0,625.0,26.0,641,5,649.0,26.0,654.0,11.0,637.0,0.0
1,9000,MAGNIFICENT_MACARONS,632.0,16.0,630.0,12.0,624.0,23.0,640,8,648.0,23.0,653.0,12.0,636.0,0.0
1,9100,MAGNIFICENT_MACARONS,633.0,16.0,631.0,10.0,626.0,22.0,641,8,649.0,22.0,655.0,10.0,637.0,0.0
1,9200,MAGNIFICENT_MACARONS,634.0,20.0,632.0,10.0,626.0,25.0,642,10,650.0,25.0,655.0,10.0,638.0,0.0
1,9300,MAGNIFICENT_MACARONS,633.0,16.0,631.0,16.0,626.0,29.0,641,8,649.0,29.0,655.0,16.0,637.0,0.0
1,9400,MAGNIFICENT_MACARONS,634.0,12.0,632.0,10.0,626.0,28.0,642,6,650.0,28.0,655.0,10.0,638.0,0.0
1,9500,MAGNIFICENT_MACARONS,634.0,16.0,632.0,10.0,626.0,24.0,638,6,642.0,8.0,650.0,24.0,636.0,0.0
1,9600,MAGNIFICENT_MACARONS,630.0,16.0,628.0,10.0,622.0,20.0,638,8,646.0,20.0,651.0,10.0,634.0,0.0
1,9700,MAGNIFICENT_MACARONS,627.0,12.0,625.0,12.0,620.0,30.0,635,6,643.0,30.0,649.0,12.0,631.0,0.0
1,9800,MAGNIFICENT_MACARONS,629.0,12.0,627.0,16.0,621.0,24.0,637,6,645.0,24.0,650.0,16.0,633.0,0.0
1,9900,MAGNIFICENT_MACARONS,624.0,12.0,622.0,13.0,617.0,24.0,632,6,640.0,24.0,646.0,13.0,628.0,0.0
1,10000,MAGNIFICENT_MACARONS,628.0,6.0,624.0,12.0,622.0,18.0,632,6,640.0,27.0,646.0,18.0,630.0,0.0
1,10100,MAGNIFICENT_MACARONS,624.0,10.0,622.0,10.0,616.0,20.0,632,5,640.0,20.0,645.0,10.0,628.0,0.0
1,10200,MAGNIFICENT_MACARONS,622.0,12.0,620.0,17.0,615.0,20.0,630,6,638.0,20.0,644.0,17.0,626.0,0.0
1,10300,MAGNIFICENT_MACARONS,621.0,20.0,619.0,13.0,613.0,24.0,629,10,637.0,24.0,642.0,13.0,625.0,0.0
1,10400,MAGNIFICENT_MACARONS,625.0,12.0,623.0,11.0,618.0,25.0,633,6,641.0,25.0,647.0,11.0,629.0,0.0
1,10500,MAGNIFICENT_MACARONS,622.0,20.0,620.0,17.0,614.0,26.0,630,10,638.0,26.0,643.0,17.0,626.0,0.0
1,10600,MAGNIFICENT_MACARONS,622.0,14.0,620.0,16.0,614.0,20.0,630,7,638.0,20.0,643.0,16.0,626.0,0.0
1,10700,MAGNIFICENT_MACARONS,623.0,18.0,621.0,16.0,616.0,24.0,631,9,639.0,24.0,645.0,16.0,627.0,0.0
1,10800,MAGNIFICENT_MACARONS,621.0,14.0,619.0,18.0,614.0,23.0,629,7,637.0,23.0,643.0,18.0,625.0,0.0
1,10900,MAGNIFICENT_MACARONS,619.0,12.0,617.0,15.0,612.0,22.0,627,6,635.0,22.0,641.0,15.0,623.0,0.0
1,11000,MAGNIFICENT_MACARONS,622.0,10.0,620.0,11.0,614.0,26.0,630,5,638.0,26.0,643.0,11.0,626.0,0.0
1,11100,MAGNIFICENT_MACARONS,619.0,20.0,617.0,18.0,612.0,30.0,627,10,635.0,30.0,641.0,18.0,623.0,0.0
1,11200,MAGNIFICENT_MACARONS,620.0,18.0,618.0,12.0,613.0,28.0,628,9,636.0,28.0,642.0,12.0,624.0,0.0
1,11300,MAGNIFICENT_MACARONS,618.0,18.0,616.0,10.0,610.0,25.0,626,9,634.0,25.0,639.0,10.0,622.0,0.0
1,11400,MAGNIFICENT_MACARONS,618.0,12.0,616.0,20.0,611.0,30.0,626,6,634.0,30.0,640.0,20.0,622.0,0.0
1,11500,MAGNIFICENT_MACARONS,619.0,20.0,617.0,18.0,612.0,28.0,627,10,635.0,28.0,641.0,18.0,623.0,0.0
1,11600,MAGNIFICENT_MACARONS,622.0,16.0,620.0,20.0,614.0,22.0,630,8,638.0,22.0,643.0,20.0,626.0,0.0
1,11700,MAGNIFICENT_MACARONS,618.0,14.0,616.0,13.0,610.0,20.0,626,7,634.0,20.0,639.0,13.0,622.0,0.0
1,11800,MAGNIFICENT_MACARONS,616.0,16.0,614.0,18.0,608.0,21.0,624,8,632.0,21.0,637.0,18.0,620.0,0.0
1,11900,MAGNIFICENT_MACARONS,619.0,16.0,617.0,14.0,611.0,22.0,627,8,635.0,22.0,640.0,14.0,623.0,0.0
1,12000,MAGNIFICENT_MACARONS,622.0,14.0,620.0,14.0,615.0,27.0,630,7,638.0,27.0,644.0,14.0,626.0,0.0
1,12100,MAGNIFICENT_MACARONS,624.0,16.0,622.0,10.0,616.0,23.0,632,8,640.0,23.0,645.0,10.0,628.0,0.0
1,12200,MAGNIFICENT_MACARONS,624.0,10.0,622.0,20.0,617.0,23.0,632,5,640.0,23.0,646.0,20.0,628.0,0.0
1,12300,MAGNIFICENT_MACARONS,626.0,16.0,624.0,14.0,619.0,24.0,634,8,642.0,24.0,648.0,14.0,630.0,0.0
1,12400,MAGNIFICENT_MACARONS,623.0,18.0,621.0,11.0,615.0,29.0,631,9,639.0,29.0,644.0,11.0,627.0,0.0
1,12500,MAGNIFICENT_MACARONS,620.0,14.0,618.0,10.0,613.0,22.0,628,7,636.0,22.0,642.0,10.0,624.0,0.0
1,12600,MAGNIFICENT_MACARONS,618.0,16.0,616.0,16.0,610.0,26.0,626,8,634.0,26.0,639.0,16.0,622.0,0.0
1,12700,MAGNIFICENT_MACARONS,617.0,10.0,615.0,18.0,609.0,27.0,625,5,633.0,27.0,638.0,18.0,621.0,0.0
1,12800,MAGNIFICENT_MACARONS,615.0,20.0,613.0,11.0,608.0,28.0,623,10,631.0,28.0,637.0,11.0,619.0,0.0
1,12900,MAGNIFICENT_MACARONS,614.0,10.0,612.0,13.0,607.0,21.0,622,5,630.0,21.0,636.0,13.0,618.0,0.0
1,13000,MAGNIFICENT_MACARONS,615.0,10.0,613.0,12.0,607.0,30.0,623,5,631.0,30.0,636.0,12.0,619.0,0.0
1,13100,MAGNIFICENT_MACARONS,616.0,16.0,614.0,11.0,608.0,21.0,624,8,632.0,21.0,637.0,11.0,620.0,0.0
1,13200,MAGNIFICENT_MACARONS,614.0,20.0,612.0,14.0,606.0,29.0,622,10,630.0,29.0,635.0,14.0,618.0,0.0
1,13300,MAGNIFICENT_MACARONS,615.0,10.0,613.0,13.0,607.0,22.0,623,5,631.0,22.0,636.0,13.0,619.0,0.0
1,13400,MAGNIFICENT_MACARONS,615.0,12.0,613.0,17.0,608.0,26.0,623,6,631.0,26.0,637.0,17.0,619.0,0.0
1,13500,MAGNIFICENT_MACARONS,617.0,10.0,615.0,10.0,610.0,24.0,625,5,633.0,24.0,639.0,10.0,621.0,0.0
1,13600,MAGNIFICENT_MACARONS,618.0,12.0,616.0,18.0,611.0,24.0,626,6,634.0,24.0,640.0,18.0,622.0,0.0
1,13700,MAGNIFICENT_MACARONS,620.0,10.0,618.0,18.0,613.0,28.0,628,5,636.0,28.0,642.0,18.0,624.0,0.0
1,13800,MAGNIFICENT_MACARONS,621.0,20.0,619.0,12.0,613.0,23.0,629,10,637.0,23.0,642.0,12.0,625.0,0.0
1,13900,MAGNIFICENT_MACARONS,622.0,14.0,620.0,20.0,614.0,20.0,630,7,638.0,20.0,643.0,20.0,626.0,0.0
1,14000,MAGNIFICENT_MACARONS,625.0,20.0,623.0,16.0,617.0,28.0,633,10,641.0,28.0,646.0,16.0,629.0,0.0
1,14100,MAGNIFICENT_MACARONS,622.0,20.0,620.0,17.0,615.0,20.0,630,10,638.0,20.0,644.0,17.0,626.0,0.0
1,14200,MAGNIFICENT_MACARONS,621.0,14.0,619.0,19.0,614.0,21.0,629,7,637.0,21.0,643.0,19.0,625.0,0.0
1,14300,MAGNIFICENT_MACARONS,622.0,16.0,620.0,15.0,615.0,21.0,630,8,638.0,21.0,644.0,15.0,626.0,0.0
1,14400,MAGNIFICENT_MACARONS,624.0,12.0,622.0,14.0,617.0,21.0,632,6,640.0,21.0,646.0,14.0,628.0,0.0
1,14500,MAGNIFICENT_MACARONS,629.0,14.0,627.0,11.0,621.0,28.0,637,7,645.0,28.0,650.0,11.0,633.0,0.0
1,14600,MAGNIFICENT_MACARONS,629.0,18.0,627.0,19.0,621.0,27.0,637,9,645.0,27.0,650.0,19.0,633.0,0.0
1,14700,MAGNIFICENT_MACARONS,625.0,20.0,623.0,10.0,618.0,23.0,633,10,641.0,23.0,647.0,10.0,629.0,0.0
1,14800,MAGNIFICENT_MACARONS,623.0,16.0,621.0,12.0,616.0,30.0,631,8,639.0,30.0,645.0,12.0,627.0,0.0
1,14900,MAGNIFICENT_MACARONS,626.0,14.0,624.0,12.0,618.0,25.0,634,7,642.0,25.0,647.0,12.0,630.0,0.0
1,15000,MAGNIFICENT_MACARONS,628.0,18.0,626.0,17.0,621.0,25.0,636,9,644.0,25.0,650.0,17.0,632.0,0.0
1,15100,MAGNIFICENT_MACARONS,626.0,10.0,624.0,20.0,618.0,20.0,634,5,642.0,20.0,647.0,20.0,630.0,0.0
1,15200,MAGNIFICENT_MACARONS,626.0,10.0,624.0,10.0,619.0,21.0,634,5,642.0,21.0,648.0,10.0,630.0,0.0
1,15300,MAGNIFICENT_MACARONS,625.0,18.0,623.0,14.0,617.0,22.0,633,9,641.0,22.0,646.0,14.0,629.0,0.0
1,15400,MAGNIFICENT_MACARONS,624.0,18.0,622.0,14.0,616.0,30.0,632,9,640.0,30.0,645.0,14.0,628.0,0.0
1,15500,MAGNIFICENT_MACARONS,626.0,14.0,624.0,18.0,619.0,25.0,634,7,642.0,25.0,648.0,18.0,630.0,0.0
1,15600,MAGNIFICENT_MACARONS,625.0,10.0,623.0,17.0,618.0,22.0,628,4,633.0,5.0,641.0,22.0,626.5,0.0
1,15700,MAGNIFICENT_MACARONS,625.0,12.0,623.0,18.0,617.0,28.0,633,6,641.0,28.0,646.0,18.0,629.0,0.0
1,15800,MAGNIFICENT_MACARONS,620.0,10.0,618.0,10.0,612.0,26.0,628,5,636.0,26.0,641.0,10.0,624.0,0.0
1,15900,MAGNIFICENT_MACARONS,620.0,18.0,618.0,13.0,613.0,20.0,628,9,636.0,20.0,642.0,13.0,624.0,0.0
1,16000,MAGNIFICENT_MACARONS,619.0,14.0,617.0,12.0,612.0,20.0,627,7,635.0,20.0,641.0,12.0,623.0,0.0
1,16100,MAGNIFICENT_MACARONS,617.0,18.0,615.0,12.0,609.0,26.0,625,9,633.0,26.0,638.0,12.0,621.0,0.0
1,16200,MAGNIFICENT_MACARONS,618.0,18.0,616.0,17.0,611.0,27.0,626,9,634.0,27.0,640.0,17.0,622.0,0.0
1,16300,MAGNIFICENT_MACARONS,622.0,14.0,620.0,19.0,614.0,21.0,626,10,630.0,7.0,638.0,21.0,624.0,0.0
1,16400,MAGNIFICENT_MACARONS,617.0,18.0,615.0,17.0,610.0,25.0,625,9,633.0,25.0,639.0,17.0,621.0,0.0
1,16500,MAGNIFICENT_MACARONS,617.0,12.0,615.0,16.0,609.0,22.0,625,6,633.0,22.0,638.0,16.0,621.0,0.0
1,16600,MAGNIFICENT_MACARONS,617.0,10.0,615.0,20.0,609.0,26.0,625,5,633.0,26.0,638.0,20.0,621.0,0.0
1,16700,MAGNIFICENT_MACARONS,615.0,18.0,613.0,18.0,607.0,25.0,623,9,631.0,25.0,636.0,18.0,619.0,0.0
1,16800,MAGNIFICENT_MACARONS,617.0,14.0,615.0,10.0,609.0,25.0,625,7,633.0,25.0,638.0,10.0,621.0,0.0
1,16900,MAGNIFICENT_MACARONS,615.0,10.0,613.0,18.0,607.0,22.0,623,5,631.0,22.0,636.0,18.0,619.0,0.0
1,17000,MAGNIFICENT_MACARONS,615.0,10.0,613.0,11.0,608.0,25.0,623,5,631.0,25.0,637.0,11.0,619.0,0.0
1,17100,MAGNIFICENT_MACARONS,614.0,12.0,612.0,10.0,606.0,26.0,617,3,622.0,6.0,630.0,26.0,615.5,0.0
1,17200,MAGNIFICENT_MACARONS,609.0,16.0,607.0,11.0,602.0,27.0,617,8,625.0,27.0,631.0,11.0,613.0,0.0
1,17300,MAGNIFICENT_MACARONS,611.0,14.0,609.0,10.0,603.0,27.0,614,2,619.0,7.0,627.0,27.0,612.5,0.0
1,17400,MAGNIFICENT_MACARONS,611.0,20.0,609.0,15.0,603.0,25.0,615,8,619.0,10.0,627.0,25.0,613.0,0.0
1,17500,MAGNIFICENT_MACARONS,609.0,10.0,607.0,16.0,602.0,26.0,617,5,625.0,26.0,631.0,16.0,613.0,0.0
1,17600,MAGNIFICENT_MACARONS,607.0,16.0,605.0,10.0,600.0,29.0,615,8,623.0,29.0,629.0,10.0,611.0,0.0
1,17700,MAGNIFICENT_MACARONS,608.0,20.0,605.0,11.0,600.0,22.0,615,10,624.0,22.0,629.0,11.0,611.5,0.0
1,17800,MAGNIFICENT_MACARONS,611.0,14.0,609.0,11.0,604.0,30.0,616,10,619.0,7.0,627.0,30.0,613.5,0.0
1,17900,MAGNIFICENT_MACARONS,607.0,20.0,605.0,17.0,600.0,21.0,615,10,623.0,21.0,629.0,17.0,611.0,0.0
1,18000,MAGNIFICENT_MACARONS,607.0,18.0,605.0,20.0,600.0,24.0,615,9,623.0,24.0,629.0,20.0,611.0,0.0
1,18100,MAGNIFICENT_MACARONS,608.0,12.0,606.0,17.0,600.0,28.0,616,6,624.0,28.0,629.0,17.0,612.0,0.0
1,18200,MAGNIFICENT_MACARONS,608.0,20.0,606.0,20.0,600.0,23.0,616,10,624.0,23.0,629.0,20.0,612.0,0.0
1,18300,MAGNIFICENT_MACARONS,609.0,16.0,607.0,14.0,602.0,20.0,617,8,625.0,20.0,631.0,14.0,613.0,0.0
1,18400,MAGNIFICENT_MACARONS,610.0,14.0,608.0,16.0,603.0,21.0,618,7,626.0,21.0,632.0,16.0,614.0,0.0
1,18500,MAGNIFICENT_MACARONS,614.0,10.0,612.0,10.0,606.0,21.0,622,5,630.0,21.0,635.0,10.0,618.0,0.0
1,18600,MAGNIFICENT_MACARONS,616.0,9.0,612.0,10.0,610.0,14.0,620,5,628.0,21.0,634.0,14.0,618.0,0.0
1,18700,MAGNIFICENT_MACARONS,613.0,16.0,611.0,20.0,605.0,30.0,617,10,621.0,8.0,629.0,30.0,615.0,0.0
